"HALL_ID";"THEATRE_ID";"HALL_NAME";"PLACES";"EXP_3D";"EXP_IMAX";"EXP_LASER";"EXP_DVD"
9099;7373;"07";219;"1";"0";"0";"0"
9100;7374;"01";151;"1";"0";"0";"0"
9101;7374;"02";147;"0";"0";"0";"0"
9102;7374;"03";145;"0";"0";"0";"0"
9103;7374;"04";258;"1";"0";"0";"0"
9104;7374;"05";258;"1";"0";"0";"0"
9105;7374;"06";108;"0";"0";"0";"0"
9106;7374;"07";107;"0";"0";"0";"0"
9107;7374;"08";109;"0";"0";"0";"0"
9128;7390;"01";204;"1";"0";"0";"0"
9129;7390;"02";204;"1";"0";"0";"0"
9130;7390;"03";204;"1";"0";"0";"0"
9131;7390;"04";84;"0";"0";"0";"0"
9132;7390;"05";84;"0";"0";"0";"0"
9133;7390;"06";84;"1";"0";"0";"0"
9134;7390;"07";83;"0";"0";"0";"0"
9135;7390;"08";84;"0";"0";"0";"0"
9136;7390;"09";84;"0";"0";"0";"0"
9137;7391;"01";67;"0";"0";"0";"0"
9138;7391;"02";224;"1";"0";"0";"0"
9139;7391;"03";124;"1";"0";"0";"0"
9140;7391;"04";97;"1";"0";"0";"0"
9141;7391;"05";99;"0";"0";"0";"0"
9142;7391;"06";142;"1";"0";"0";"0"
9143;7391;"07";209;"1";"0";"0";"0"
9144;7391;"08";43;"0";"0";"0";"0"
9145;7392;"01";57;"0";"0";"0";"0"
9146;7392;"02";115;"0";"0";"0";"0"
9147;7392;"03";68;"0";"0";"0";"0"
9148;7392;"04";155;"1";"0";"0";"0"
9149;7392;"05";115;"1";"0";"0";"0"
9150;7392;"06";115;"1";"0";"0";"0"
9151;7392;"07";115;"1";"0";"0";"0"
9152;7392;"08";115;"0";"0";"0";"0"
9153;7392;"09";155;"1";"0";"0";"0"
9154;7392;"10";68;"0";"0";"0";"0"
9155;7392;"11";114;"0";"0";"0";"0"
9156;7392;"12";115;"0";"0";"0";"0"
9181;7417;"01";228;"1";"0";"0";"0"
9182;7417;"02";172;"1";"0";"0";"0"
9183;7417;"03";172;"1";"0";"0";"0"
9184;7417;"04";152;"0";"0";"0";"0"
9185;7417;"05";150;"1";"0";"0";"0"
9186;7417;"06";172;"1";"0";"0";"0"
9187;7417;"07";119;"0";"0";"0";"0"
9188;7418;"01";55;"1";"0";"0";"0"
9189;7418;"02";59;"1";"0";"0";"0"
9190;7418;"03";59;"1";"0";"0";"0"
9191;7418;"04";59;"0";"0";"0";"0"
9192;7418;"05";59;"0";"0";"0";"0"
9194;7420;"01";165;"1";"0";"0";"0"
9195;7420;"02";165;"1";"0";"0";"0"
9196;7420;"03";161;"0";"0";"0";"0"
9197;7420;"04";133;"0";"0";"0";"0"
9198;7420;"05";132;"0";"0";"0";"0"
9199;7420;"06";152;"1";"0";"0";"0"
9200;7420;"07";132;"1";"0";"0";"0"
9201;7420;"08";163;"1";"0";"0";"0"
9229;7444;"01";161;"1";"0";"0";"0"
9230;7444;"02";185;"1";"0";"0";"0"
9231;7444;"03";185;"1";"0";"0";"0"
9232;7444;"04";116;"1";"0";"0";"0"
9233;7444;"05";116;"0";"0";"0";"0"
9234;7445;"01";109;"1";"0";"0";"0"
9235;7445;"02";112;"0";"0";"0";"0"
9236;7445;"03";107;"0";"0";"0";"0"
9237;7445;"04";112;"1";"0";"0";"0"
9238;7445;"05";109;"0";"0";"0";"0"
9239;7445;"06";114;"1";"0";"0";"0"
9240;7445;"07";130;"0";"0";"0";"0"
9241;7445;"08";138;"1";"0";"0";"0"
9242;7445;"09";263;"1";"0";"0";"0"
9243;7445;"10";113;"1";"0";"0";"0"
9252;7452;"01";65;"1";"0";"0";"0"
9253;7452;"02";65;"0";"0";"0";"0"
9254;7452;"03";44;"0";"0";"0";"0"
9255;7452;"04";283;"1";"0";"0";"0"
9256;7452;"06";200;"1";"0";"0";"0"
9257;7452;"07";200;"1";"0";"0";"0"
9258;7452;"08";120;"0";"0";"0";"0"
9259;7452;"09";47;"1";"0";"0";"0"
9260;7452;"05";158;"0";"0";"0";"0"
9303;7484;"01";72;"1";"0";"0";"0"
9304;7484;"02";72;"0";"0";"0";"0"
9305;7484;"03";132;"1";"0";"0";"0"
9306;7484;"04";151;"1";"0";"0";"0"
9307;7484;"05";249;"1";"0";"0";"0"
9308;7484;"06";162;"1";"0";"0";"0"
9309;7484;"07";132;"0";"0";"0";"0"
9355;7518;"01";128;"0";"0";"0";"0"
9356;7518;"02";81;"0";"0";"0";"0"
9357;7518;"03";105;"0";"0";"0";"0"
9358;7518;"04";183;"1";"0";"0";"0"
9359;7518;"05";303;"1";"0";"0";"0"
9360;7518;"06";123;"1";"0";"0";"0"
9361;7518;"07";114;"0";"0";"0";"0"
9362;7518;"08";183;"0";"0";"0";"0"
9363;7518;"09";134;"0";"0";"0";"0"
9395;7372;"07";42;"0";"0";"0";"0"
9455;7559;"Зал Atmos";245;"1";"0";"0";"0"
9456;7559;"Зал 2";130;"1";"0";"0";"0"
9457;7559;"Зал 3";120;"0";"0";"0";"0"
9458;7559;"Зал 4";120;"0";"0";"0";"0"
9459;7559;"Зал 5";120;"1";"0";"0";"0"
9460;7559;"Зал 6 VIP";44;"1";"0";"0";"0"
9589;1584;"ЗАЛ №12";20;"0";"0";"0";"0"
9603;1787;"11";24;"0";"0";"0";"0"
9650;7667;"Зал 5 Премьер";182;"0";"0";"0";"0"
9651;7667;"Зал 6 DolbyAtmos";164;"1";"0";"0";"0"
9652;7667;"Зал 7";136;"0";"0";"0";"0"
9653;7667;"Зал 8";136;"0";"0";"0";"0"
9654;7667;"Зал 9";66;"0";"0";"0";"0"
9655;7667;"Зал 10";118;"0";"0";"0";"0"
9656;7667;"Зал 11";152;"1";"0";"0";"0"
9657;7667;"Зал IMAX лазер";592;"0";"1";"0";"0"
9658;7667;"Зал 4";75;"0";"0";"0";"0"
9659;7667;"Зал 2 VIP";32;"0";"0";"0";"0"
9660;7667;"Зал 3 VIP";42;"1";"0";"0";"0"
9877;7803;"Зал 1";175;"0";"0";"0";"0"
9878;7803;"Зал 2 Комфорт";72;"1";"0";"0";"0"
9879;7803;"Зал 3";84;"0";"0";"0";"0"
9880;7803;"Зал 4";84;"0";"0";"0";"0"
9881;7803;"Зал 5";84;"0";"0";"0";"0"
9882;7803;"Зал 6 Детский";45;"0";"0";"0";"0"
9883;7803;"Зал 7 IMAX";386;"0";"1";"0";"0"
9884;7803;"Зал 8 Atmos";148;"1";"0";"0";"0"
9885;7803;"Зал 9 VIP";26;"1";"0";"0";"0"
9886;7803;"Зал 10 VIP";52;"0";"0";"0";"0"
